date,fund,fund_type,price,nav,income
2014-04-03,Фонд Валютные сбережения,open,1102.76,1951835529.92,
2014-04-04,Фонд Валютные сбережения,open,1113.53,1978741105.99,
2014-04-07,Фонд Валютные сбережения,open,1108.54,1952365914.48,
2014-04-08,Фонд Валютные сбережения,open,1106.43,1953480447.63,
2014-04-09,Фонд Валютные сбережения,open,1106.39,1967030290.3,
2014-04-10,Фонд Валютные сбережения,open,1114.27,2138549554.2,
2014-04-11,Фонд Валютные сбережения,open,1108.36,2119852604.32,
2014-04-14,Фонд Валютные сбережения,open,1103.56,2113878868.83,
2014-04-15,Фонд Валютные сбережения,open,1106.45,2121706274.68,
2014-04-16,Фонд Валютные сбережения,open,1103.34,1604422207.73,
2014-04-17,Фонд Валютные сбережения,open,1109.21,1612845472.17,
2014-04-18,Фонд Валютные сбережения,open,1104.94,1599900545.96,
2014-04-21,Фонд Валютные сбережения,open,1094.44,1579059964.98,
2014-04-22,Фонд Валютные сбережения,open,1098.94,1596337715.25,
2014-04-23,Фонд Валютные сбережения,open,1096.29,1591527220.78,
2014-04-24,Фонд Валютные сбережения,open,1091.45,1581424280.62,
2014-04-25,Фонд Валютные сбережения,open,1082.8,1569389761.46,
2014-04-28,Фонд Валютные сбережения,open,1084.16,1575989405.57,
2014-04-29,Фонд Валютные сбережения,open,1089.17,1585326113.21,
2014-04-30,Фонд Валютные сбережения,open,1079.43,1565126624.14,
2014-05-05,Фонд Валютные сбережения,open,1077.39,1550587929.63,
2014-05-06,Фонд Валютные сбережения,open,1084.06,1552369844.82,
2014-05-07,Фонд Валютные сбережения,open,1088.22,1545365342.47,
2014-05-08,Фонд Валютные сбережения,open,1089.52,1536237024.32,
2014-05-12,Фонд Валютные сбережения,open,1079.23,1514659221.79,
2014-05-13,Фонд Валютные сбережения,open,1091.45,1541577457.07,
2014-05-14,Фонд Валютные сбережения,open,1083.15,1525138495.11,
2014-05-15,Фонд Валютные сбережения,open,1079.72,1520092397.95,
2014-05-16,Фонд Валютные сбережения,open,1079.64,1505381115.54,
2014-05-19,Фонд Валютные сбережения,open,1086.38,1516153726.97,
2014-05-20,Фонд Валютные сбережения,open,1085.56,1516864222.23,
2014-05-21,Фонд Валютные сбережения,open,1084.83,1514669332.3,
2014-05-22,Фонд Валютные сбережения,open,1084.16,1500792874.4,
2014-05-23,Фонд Валютные сбережения,open,1081.26,1494154507.89,
2014-05-26,Фонд Валютные сбережения,open,1083.46,1490033885.94,
2014-05-27,Фонд Валютные сбережения,open,1078.56,1469904642.89,
2014-05-28,Фонд Валютные сбережения,open,1088.26,1483916022.26,
2014-05-29,Фонд Валютные сбережения,open,1099.25,1498044524.96,
2014-05-30,Фонд Валютные сбережения,open,1103.14,1493054303.64,
2014-06-02,Фонд Валютные сбережения,open,1105.88,1504601211.2,
2014-06-03,Фонд Валютные сбережения,open,1111.38,1519299667.49,
2014-06-04,Фонд Валютные сбережения,open,1114.1,1520491284.52,
2014-06-05,Фонд Валютные сбережения,open,1118.01,1527870988.35,
2014-06-06,Фонд Валютные сбережения,open,1114.67,1516712223.1,
2014-06-09,Фонд Валютные сбережения,open,1111.89,1507519742.4,
2014-06-10,Фонд Валютные сбережения,open,1099.85,1483688375.35,
2014-06-11,Фонд Валютные сбережения,open,1101.25,1481606276.56,
2014-06-16,Фонд Валютные сбережения,open,1096.1,1476186343.37,
2014-06-17,Фонд Валютные сбережения,open,1100.65,1474059669.69,
2014-06-18,Фонд Валютные сбережения,open,1106.66,1478277773.88,
2014-06-19,Фонд Валютные сбережения,open,1110.22,1481580759.9,
2014-06-20,Фонд Валютные сбережения,open,1095.48,1462706481.32,
2014-06-23,Фонд Валютные сбережения,open,1098.49,1476500445.45,
2014-06-24,Фонд Валютные сбережения,open,1096.65,1457642554.98,
2014-06-25,Фонд Валютные сбережения,open,1088.38,1445920882.88,
2014-06-26,Фонд Валютные сбережения,open,1086.94,1447174974.79,
2014-06-27,Фонд Валютные сбережения,open,1082.69,1442167177.86,
2014-06-30,Фонд Валютные сбережения,open,1081.55,1440927445.31,
2014-07-01,Фонд Валютные сбережения,open,1087.49,1449772449.78,
2014-07-02,Фонд Валютные сбережения,open,1096.64,1466078993.01,
2014-07-03,Фонд Валютные сбережения,open,1096.97,1468827175.9,
2014-07-04,Фонд Валютные сбережения,open,1097.5,1452661056.85,
2014-07-07,Фонд Валютные сбережения,open,1100.39,1460739831.2,
2014-07-08,Фонд Валютные сбережения,open,1106.37,1459294262.84,
2014-07-09,Фонд Валютные сбережения,open,1101.0,1449476018.86,
2014-07-10,Фонд Валютные сбережения,open,1092.58,1437862953.03,
2014-07-11,Фонд Валютные сбережения,open,1087.37,1430449395.34,
2014-07-14,Фонд Валютные сбережения,open,1094.49,1444542911.36,
2014-07-15,Фонд Валютные сбережения,open,1100.8,1457628203.65,
2014-07-16,Фонд Валютные сбережения,open,1102.06,1451471414.16,
2014-07-17,Фонд Валютные сбережения,open,1098.19,1433374916.67,
2014-07-18,Фонд Валютные сбережения,open,1110.0,1446704146.55,
2014-07-21,Фонд Валютные сбережения,open,1115.12,1432716558.99,
2014-07-22,Фонд Валютные сбережения,open,1112.1,1416005542.19,
2014-07-23,Фонд Валютные сбережения,open,1111.0,1416887822.92,
2014-07-24,Фонд Валютные сбережения,open,1104.82,1384114499.1,
2014-07-25,Фонд Валютные сбережения,open,1107.53,1390498062.37,
2014-07-28,Фонд Валютные сбережения,open,1104.29,1376208086.29,
2014-07-29,Фонд Валютные сбережения,open,1111.36,1389109251.5,
2014-07-30,Фонд Валютные сбережения,open,1116.28,1383448753.5,
2014-07-31,Фонд Валютные сбережения,open,1121.74,1393967289.86,
2014-08-01,Фонд Валютные сбережения,open,1111.7,1374553470.57,
2014-08-04,Фонд Валютные сбережения,open,1120.47,1376979242.38,
2014-08-05,Фонд Валютные сбережения,open,1116.07,1366779588.27,
2014-08-06,Фонд Валютные сбережения,open,1117.96,1369375106.07,
2014-08-07,Фонд Валютные сбережения,open,1126.86,1378781105.73,
2014-08-08,Фонд Валютные сбережения,open,1127.84,1378439726.08,
2014-08-11,Фонд Валютные сбережения,open,1136.52,1374405570.07,
2014-08-12,Фонд Валютные сбережения,open,1130.69,1349416102.09,
2014-08-13,Фонд Валютные сбережения,open,1131.01,1349091904.08,
2014-08-14,Фонд Валютные сбережения,open,1138.97,1362269863.82,
2014-08-15,Фонд Валютные сбережения,open,1135.42,1349284050.56,
2014-08-18,Фонд Валютные сбережения,open,1136.61,1343362806.18,
2014-08-19,Фонд Валютные сбережения,open,1140.68,1347356094.32,
2014-08-20,Фонд Валютные сбережения,open,1144.84,1350987748.21,
2014-08-21,Фонд Валютные сбережения,open,1148.95,1356359217.24,
2014-08-22,Фонд Валютные сбережения,open,1151.26,1357630606.87,
2014-08-25,Фонд Валютные сбережения,open,1141.77,1340299522.83,
2014-08-26,Фонд Валютные сбережения,open,1144.96,1346030334.57,
2014-08-27,Фонд Валютные сбережения,open,1145.27,1342070727.01,
2014-08-28,Фонд Валютные сбережения,open,1137.88,1335716598.94,
2014-08-29,Фонд Валютные сбережения,open,1136.82,1334038089.74,
2014-09-01,Фонд Валютные сбережения,open,1152.24,1354138810.2,
2014-09-02,Фонд Валютные сбережения,open,1158.43,1359989479.45,
2014-09-03,Фонд Валютные сбережения,open,1169.36,1371038018.63,
2014-09-04,Фонд Валютные сбережения,open,1169.01,1361814472.48,
2014-09-05,Фонд Валютные сбережения,open,1155.28,1309304079.14,
2014-09-08,Фонд Валютные сбережения,open,1159.84,1319169431.96,
2014-09-09,Фонд Валютные сбережения,open,1164.56,1311296844.5,
2014-09-10,Фонд Валютные сбережения,open,1160.85,1308432636.71,
2014-09-11,Фонд Валютные сбережения,open,1167.06,1319452516.72,
2014-09-12,Фонд Валютные сбережения,open,1172.32,1320670480.0,
2014-09-15,Фонд Валютные сбережения,open,1182.86,1340709185.37,
2014-09-16,Фонд Валютные сбережения,open,1193.45,1343281789.27,
2014-09-17,Фонд Валютные сбережения,open,1216.18,1349661739.25,
2014-09-18,Фонд Валютные сбережения,open,1206.62,1329925218.89,
2014-09-19,Фонд Валютные сбережения,open,1210.32,1334275716.57,
2014-09-22,Фонд Валютные сбережения,open,1212.45,1336530703.33,
2014-09-23,Фонд Валютные сбережения,open,1221.37,1347747625.66,
2014-09-24,Фонд Валютные сбережения,open,1229.14,1361125033.88,
2014-09-25,Фонд Валютные сбережения,open,1219.65,1345650250.26,
2014-09-26,Фонд Валютные сбережения,open,1213.02,1335007808.54,
